DATE,Completion,pet,gas,agua,FirstDate,ProdTotalDaysCum
1/07/1993,AL-15:A,524,181,377,1/07/1983,3623
1/08/1993,AL-15:A,387,127,162,1/07/1983,3654
1/09/1993,AL-15:A,511,97,337,1/07/1983,3684
1/10/1993,AL-15:A,341,157,187,1/07/1983,3715
1/11/1993,AL-15:A,282,174,263,1/07/1983,3745
1/12/1993,AL-15:A,397,182,171,1/07/1983,3776
1/01/1994,AL-15:A,453,315,147,1/07/1983,3807
1/02/1994,AL-15:A,311,294,351,1/07/1983,3835
1/03/1994,AL-15:A,163,211,664,1/07/1983,3866
1/04/1994,AL-15:A,276,216,507,1/07/1983,3896
1/05/1994,AL-15:A,318,224,658,1/07/1983,3927
1/06/1994,AL-15:A,174,217,404,1/07/1983,3957
1/07/1994,AL-15:A,540,170,603,1/07/1983,3988
1/08/1994,AL-15:A,644,224,496,1/07/1983,4019
1/09/1994,AL-15:A,379,222,307,1/07/1983,4049
1/10/1994,AL-15:A,695,216,134,1/07/1983,4080
1/11/1994,AL-15:A,224,219,201,1/07/1983,4110
1/12/1994,AL-15:A,574,528,304,1/07/1983,4141
1/01/1995,AL-15:A,609,280,240,1/07/1983,4172
1/02/1995,AL-15:A,456,220,248,1/07/1983,4200
1/03/1995,AL-15:A,490,303,225,1/07/1983,4231
1/04/1995,AL-15:A,667,270,67,1/07/1983,4261
1/05/1995,AL-15:A,391,285,253,1/07/1983,4292
1/06/1995,AL-15:A,518,305,157,1/07/1983,4322
1/07/1995,AL-15:A,509,720,307,1/07/1983,4353
1/08/1995,AL-15:A,298,278,163,1/07/1983,4384
1/09/1995,AL-15:A,442,199,452,1/07/1983,4414
1/10/1995,AL-15:A,506,205,283,1/07/1983,4445
1/11/1995,AL-15:A,427,160,348,1/07/1983,4475
1/12/1995,AL-15:A,372,202,438,1/07/1983,4506
1/01/1996,AL-15:A,400,210,351,1/07/1983,4537
1/02/1996,AL-15:A,421,205,323,1/07/1983,4566
1/03/1996,AL-15:A,525,205,299,1/07/1983,4597
1/04/1996,AL-15:A,455,232,274,1/07/1983,4627
1/05/1996,AL-15:A,488,215,391,1/07/1983,4658
1/06/1996,AL-15:A,570,235,323,1/07/1983,4688
1/07/1996,AL-15:A,431,215,353,1/07/1983,4719
1/08/1996,AL-15:A,675,233,291,1/07/1983,4750
1/09/1996,AL-15:A,624,206,491,1/07/1983,4780
1/10/1996,AL-15:A,545,212,364,1/07/1983,4811
1/11/1996,AL-15:A,500,210,296,1/07/1983,4841
1/12/1996,AL-15:A,495,217,332,1/07/1983,4872
1/01/1997,AL-15:A,498,205,326,1/07/1983,4903
1/02/1997,AL-15:A,502,232,291,1/07/1983,4931
1/03/1997,AL-15:A,430,588,310,1/07/1983,4962
1/04/1997,AL-15:A,553,595,216,1/07/1983,4992
1/05/1997,AL-15:A,498,615,287,1/07/1983,5023
1/06/1997,AL-15:A,476,606,329,1/07/1983,5053
1/07/1997,AL-15:A,473,1134,318,1/07/1983,5084
1/08/1997,AL-15:A,505,657,255,1/07/1983,5115
1/09/1997,AL-15:A,461,822,430,1/07/1983,5145
1/10/1997,AL-15:A,534,530,497,1/07/1983,5176
1/11/1997,AL-15:A,375,485,714,1/07/1983,5206
1/12/1997,AL-15:A,307,508,595,1/07/1983,5237
1/01/1998,AL-15:A,206,217,422,1/07/1983,5268
1/02/1998,AL-15:A,169,422,206,1/07/1983,5296
1/03/1998,AL-15:A,378,445,427,1/07/1983,5327
1/04/1998,AL-15:A,420,453,451,1/07/1983,5357
1/05/1998,AL-15:A,331,458,314,1/07/1983,5388
1/06/1998,AL-15:A,427,154,418,1/07/1983,5418
1/07/1998,AL-15:A,461,405,301,1/07/1983,5449
1/08/1998,AL-15:A,412,520,437,1/07/1983,5480
1/09/1998,AL-15:A,471,501,543,1/07/1983,5510
1/10/1998,AL-15:A,536,476,261,1/07/1983,5541
1/11/1998,AL-15:A,449,456,372,1/07/1983,5571
1/12/1998,AL-15:A,425,497,213,1/07/1983,5602
1/01/1999,AL-15:A,436,404,249,1/07/1983,5633
1/02/1999,AL-15:A,393,377,248,1/07/1983,5661
1/03/1999,AL-15:A,359,350,264,1/07/1983,5692
1/04/1999,AL-15:A,480,380,255,1/07/1983,5722
1/05/1999,AL-15:A,368,406,399,1/07/1983,5753
1/06/1999,AL-15:A,366,393,402,1/07/1983,5783
1/07/1999,AL-15:A,408,202,315,1/07/1983,5814
1/08/1999,AL-15:A,393,297,323,1/07/1983,5845
1/09/1999,AL-15:A,391,302,329,1/07/1983,5875
1/10/1999,AL-15:A,331,321,344,1/07/1983,5906
1/11/1999,AL-15:A,382,307,352,1/07/1983,5936
1/12/1999,AL-15:A,320,320,338,1/07/1983,5967
1/01/2000,AL-15:A,374,377,268,1/07/1983,5998
1/02/2000,AL-15:A,303,365,221,1/07/1983,6027
1/03/2000,AL-15:A,404,403,284,1/07/1983,6058
1/04/2000,AL-15:A,430,414,343,1/07/1983,6088
1/05/2000,AL-15:A,386,410,344,1/07/1983,6119
1/06/2000,AL-15:A,414,390,317,1/07/1983,6149
1/07/2000,AL-15:A,420,381,340,1/07/1983,6180
1/08/2000,AL-15:A,417,381,387,1/07/1983,6211
1/09/2000,AL-15:A,379,369,380,1/07/1983,6241
1/10/2000,AL-15:A,515,381,334,1/07/1983,6272
1/11/2000,AL-15:A,445,289,346,1/07/1983,6302
1/12/2000,AL-15:A,344,282,327,1/07/1983,6333
1/01/2001,AL-15:A,328,321,330,1/07/1983,6364
1/02/2001,AL-15:A,346,332,358,1/07/1983,6392
1/03/2001,AL-15:A,393,363,425,1/07/1983,6423
1/04/2001,AL-15:A,386,373,381,1/07/1983,6453
1/05/2001,AL-15:A,373,362,379,1/07/1983,6484
1/06/2001,AL-15:A,377,356,370,1/07/1983,6514
1/07/2001,AL-15:A,325,275,366,1/07/1983,6545
1/08/2001,AL-15:A,320,275,399,1/07/1983,6576
1/09/2001,AL-15:A,353,162,326,1/07/1983,6606
1/10/2001,AL-15:A,211,139,459,1/07/1983,6637
1/11/2001,AL-15:A,204,127,276,1/07/1983,6667
1/12/2001,AL-15:A,244,427,575,1/07/1983,6698
1/01/2002,AL-15:A,378,454,408,1/07/1983,6729
1/02/2002,AL-15:A,357,330,267,1/07/1983,6757
1/03/2002,AL-15:A,349,432,437,1/07/1983,6788
1/04/2002,AL-15:A,338,415,448,1/07/1983,6818
1/05/2002,AL-15:A,328,412,423,1/07/1983,6849
1/06/2002,AL-15:A,343,380,430,1/07/1983,6879
1/07/2002,AL-15:A,375,377,388,1/07/1983,6910
1/08/2002,AL-15:A,254,255,371,1/07/1983,6941
1/09/2002,AL-15:A,350,440,501,1/07/1983,6971
1/10/2002,AL-15:A,348,183,357,1/07/1983,7002
1/11/2002,AL-15:A,290,183,272,1/07/1983,7032
1/12/2002,AL-15:A,361,198,277,1/07/1983,7063
1/01/2003,AL-15:A,312,256,292,1/07/1983,7094
1/02/2003,AL-15:A,248,223,178,1/07/1983,7122
1/03/2003,AL-15:A,262,256,184,1/07/1983,7153
1/04/2003,AL-15:A,340,248,133,1/07/1983,7183
1/05/2003,AL-15:A,278,256,205,1/07/1983,7214
1/06/2003,AL-15:A,325,244,195,1/07/1983,7244
1/07/2003,AL-15:A,275,253,246,1/07/1983,7275
1/08/2003,AL-15:A,292,340,239,1/07/1983,7306
1/09/2003,AL-15:A,275,329,207,1/07/1983,7336
1/10/2003,AL-15:A,277,340,203,1/07/1983,7367
1/11/2003,AL-15:A,216,202,227,1/07/1983,7397
1/12/2003,AL-15:A,249,195,203,1/07/1983,7428
1/01/2004,AL-15:A,280,208,157,1/07/1983,7459
1/02/2004,AL-15:A,239,195,206,1/07/1983,7488
1/03/2004,AL-15:A,247,240,211,1/07/1983,7519
1/04/2004,AL-15:A,344,232,105,1/07/1983,7549
1/05/2004,AL-15:A,255,988,197,1/07/1983,7580
1/06/2004,AL-15:A,285,236,146,1/07/1983,7610
1/07/2004,AL-15:A,241,949,155,1/07/1983,7641
1/08/2004,AL-15:A,224,890,194,1/07/1983,7672
1/09/2004,AL-15:A,231,850,197,1/07/1983,7702
1/10/2004,AL-15:A,251,779,158,1/07/1983,7733
1/11/2004,AL-15:A,213,764,164,1/07/1983,7763
1/12/2004,AL-15:A,220,643,141,1/07/1983,7794
1/01/2005,AL-15:A,219,510,124,1/07/1983,7825
1/02/2005,AL-15:A,192,444,115,1/07/1983,7853
1/03/2005,AL-15:A,189,506,142,1/07/1983,7884
1/04/2005,AL-15:A,174,473,177,1/07/1983,7914
1/05/2005,AL-15:A,218,410,132,1/07/1983,7945
1/06/2005,AL-15:A,214,397,153,1/07/1983,7975
1/07/2005,AL-15:A,214,378,135,1/07/1983,8006
1/08/2005,AL-15:A,189,366,129,1/07/1983,8037
1/09/2005,AL-15:A,188,334,115,1/07/1983,8067
1/08/1983,AL-16:B,494,682,,1/08/1983,31
1/09/1983,AL-16:B,696,1196,,1/08/1983,61
1/10/1983,AL-16:B,389,455,,1/08/1983,92
1/11/1983,AL-16:B,368,385,,1/08/1983,122
1/12/1983,AL-16:B,468,405,,1/08/1983,153
1/01/1984,AL-16:B,520,501,,1/08/1983,184
1/02/1984,AL-16:B,558,497,,1/08/1983,213
1/03/1984,AL-16:B,313,257,,1/08/1983,244
1/04/1984,AL-16:B,577,454,,1/08/1983,274
1/05/1984,AL-16:B,487,152,,1/08/1983,305
1/06/1984,AL-16:B,414,381,,1/08/1983,335
1/07/1984,AL-16:B,387,428,,1/08/1983,366
1/08/1984,AL-16:B,355,501,,1/08/1983,397
1/09/1984,AL-16:B,372,607,,1/08/1983,427
1/10/1984,AL-16:B,299,500,,1/08/1983,458
1/11/1984,AL-16:B,385,701,,1/08/1983,488
1/12/1984,AL-16:B,367,321,,1/08/1983,519
1/01/1985,AL-16:B,334,360,,1/08/1983,550
1/02/1985,AL-16:B,220,521,,1/08/1983,578
1/03/1985,AL-16:B,306,393,,1/08/1983,609
1/04/1985,AL-16:B,228,422,,1/08/1983,639
1/05/1985,AL-16:B,73,86,,1/08/1983,670
1/06/1985,AL-16:B,184,190,,1/08/1983,700
1/07/1985,AL-16:B,586,1168,330,1/08/1983,731
1/08/1985,AL-16:B,166,222,96,1/08/1983,762
1/09/1985,AL-16:B,360,570,200,1/08/1983,792
1/10/1985,AL-16:B,201,397,93,1/08/1983,823
1/11/1985,AL-16:B,209,340,60,1/08/1983,853
1/12/1985,AL-16:B,234,315,93,1/08/1983,884
1/01/1986,AL-16:B,145,245,84,1/08/1983,915
1/02/1986,AL-16:B,135,222,52,1/08/1983,943
1/03/1986,AL-16:B,88,137,217,1/08/1983,974
1/04/1986,AL-16:B,73,131,27,1/08/1983,1004
1/05/1986,AL-16:B,55,102,29,1/08/1983,1035
1/06/1986,AL-16:B,93,127,60,1/08/1983,1065
1/07/1986,AL-16:B,159,282,124,1/08/1983,1096
1/08/1986,AL-16:B,280,405,180,1/08/1983,1127
1/09/1986,AL-16:B,131,196,60,1/08/1983,1157
1/10/1986,AL-16:B,162,223,50,1/08/1983,1188
1/11/1986,AL-16:B,116,188,30,1/08/1983,1218
1/12/1986,AL-16:B,78,116,93,1/08/1983,1249
1/01/1987,AL-16:B,97,722,124,1/08/1983,1280
1/02/1987,AL-16:B,128,524,150,1/08/1983,1308
1/03/1987,AL-16:B,61,202,52,1/08/1983,1339
1/04/1987,AL-16:B,88,268,54,1/08/1983,1369
1/05/1987,AL-16:B,186,324,108,1/08/1983,1400
1/06/1987,AL-16:B,80,908,90,1/08/1983,1430
1/07/1987,AL-16:B,36,212,36,1/08/1983,1461
1/08/1987,AL-16:B,58,142,48,1/08/1983,1492
1/09/1987,AL-16:B,84,248,56,1/08/1983,1522
1/10/1987,AL-16:B,26,56,12,1/08/1983,1553
1/11/1987,AL-16:B,26,27,12,1/08/1983,1583
1/12/1987,AL-16:B,70,148,31,1/08/1983,1614
1/01/1988,AL-16:B,86,105,31,1/08/1983,1645
1/02/1988,AL-16:B,64,98,28,1/08/1983,1674
1/03/1988,AL-16:B,88,116,31,1/08/1983,1705
1/04/1988,AL-16:B,50,90,29,1/08/1983,1735
1/05/1988,AL-16:B,81,140,31,1/08/1983,1766
1/06/1988,AL-16:B,83,147,,1/08/1983,1796
1/07/1988,AL-16:B,95,182,,1/08/1983,1827
1/08/1988,AL-16:B,88,167,,1/08/1983,1858
1/09/1988,AL-16:B,,,,1/08/1983,1858
1/10/1988,AL-16:B,,,,1/08/1983,1858
1/11/1988,AL-16:B,,,,1/08/1983,1858
1/12/1988,AL-16:B,86,141,,1/08/1983,1889
1/01/1989,AL-16:B,40,79,,1/08/1983,1920
1/02/1989,AL-16:B,69,118,,1/08/1983,1948
1/03/1989,AL-16:B,89,136,27,1/08/1983,1979
1/04/1989,AL-16:B,92,119,30,1/08/1983,2009
1/05/1989,AL-16:B,60,86,31,1/08/1983,2040
1/06/1989,AL-16:B,85,158,30,1/08/1983,2070
1/07/1989,AL-16:B,60,428,31,1/08/1983,2101
1/08/1989,AL-16:B,83,535,31,1/08/1983,2132
1/09/1989,AL-16:B,76,82,30,1/08/1983,2162
1/10/1989,AL-16:B,85,79,31,1/08/1983,2193
1/11/1989,AL-16:B,93,84,30,1/08/1983,2223
1/12/1989,AL-16:B,59,146,31,1/08/1983,2254
1/01/1990,AL-16:B,57,18,31,1/08/1983,2285
1/02/1990,AL-16:B,82,92,27,1/08/1983,2313
1/03/1990,AL-16:B,74,92,29,1/08/1983,2344
1/02/1984,AL-17:B,1042,844,,1/02/1984,29
1/03/1984,AL-17:B,1136,672,,1/02/1984,60
1/04/1984,AL-17:B,602,313,,1/02/1984,90
1/05/1984,AL-17:B,650,142,,1/02/1984,121
1/06/1984,AL-17:B,717,1000,,1/02/1984,151
1/07/1984,AL-17:B,515,543,,1/02/1984,182
1/08/1984,AL-17:B,571,744,,1/02/1984,213
1/09/1984,AL-17:B,671,1085,,1/02/1984,243
1/10/1984,AL-17:B,570,1350,62,1/02/1984,274
1/11/1984,AL-17:B,413,731,90,1/02/1984,304
1/12/1984,AL-17:B,523,682,62,1/02/1984,335
1/01/1985,AL-17:B,386,343,155,1/02/1984,366
1/02/1985,AL-17:B,322,972,56,1/02/1984,394
1/03/1985,AL-17:B,327,983,62,1/02/1984,425
1/04/1985,AL-17:B,400,936,60,1/02/1984,455
1/05/1985,AL-17:B,344,950,62,1/02/1984,486
1/06/1985,AL-17:B,424,1012,,1/02/1984,516
1/07/1985,AL-17:B,313,685,,1/02/1984,547
1/08/1985,AL-17:B,264,899,,1/02/1984,578
1/09/1985,AL-17:B,415,1506,,1/02/1984,608
1/10/1985,AL-17:B,238,1130,,1/02/1984,639
1/11/1985,AL-17:B,340,1303,,1/02/1984,669
1/12/1985,AL-17:B,469,1346,,1/02/1984,700
1/01/1986,AL-17:B,313,1064,,1/02/1984,731
1/02/1986,AL-17:B,264,900,,1/02/1984,759
1/03/1986,AL-17:B,772,2476,,1/02/1984,790
1/04/1986,AL-17:B,424,1558,,1/02/1984,820
1/05/1986,AL-17:B,366,1305,,1/02/1984,851
1/06/1986,AL-17:B,333,975,,1/02/1984,881
1/07/1986,AL-17:B,388,753,,1/02/1984,912
1/08/1986,AL-17:B,281,1027,,1/02/1984,943
1/09/1986,AL-17:B,326,783,,1/02/1984,973
1/10/1986,AL-17:B,300,807,,1/02/1984,1004
1/11/1986,AL-17:B,271,691,,1/02/1984,1034
1/12/1986,AL-17:B,430,1162,,1/02/1984,1065
1/01/1987,AL-17:B,290,991,,1/02/1984,1096
1/02/1987,AL-17:B,146,1070,100,1/02/1984,1124
1/03/1987,AL-17:B,145,952,92,1/02/1984,1155
1/04/1987,AL-17:B,,,,1/02/1984,1155
1/05/1987,AL-17:B,308,1902,130,1/02/1984,1186
1/06/1987,AL-17:B,480,1998,420,1/02/1984,1216
1/07/1987,AL-17:B,391,1613,310,1/02/1984,1247
1/08/1987,AL-17:B,237,1681,174,1/02/1984,1278
1/09/1987,AL-17:B,294,1649,224,1/02/1984,1308
1/10/1987,AL-17:B,295,1696,240,1/02/1984,1339
1/11/1987,AL-17:B,76,589,60,1/02/1984,1369
1/12/1987,AL-17:B,188,1591,155,1/02/1984,1400
1/01/1988,AL-17:B,229,1435,155,1/02/1984,1431
1/02/1988,AL-17:B,171,1056,140,1/02/1984,1460
1/03/1988,AL-17:B,235,1251,124,1/02/1984,1491
1/04/1988,AL-17:B,249,1624,87,1/02/1984,1521
1/05/1988,AL-17:B,175,1216,100,1/02/1984,1552
1/06/1988,AL-17:B,241,1744,58,1/02/1984,1582
1/07/1988,AL-17:B,247,1140,54,1/02/1984,1613
1/08/1988,AL-17:B,274,1428,31,1/02/1984,1644
1/09/1988,AL-17:B,163,987,29,1/02/1984,1674
1/04/1984,AL-18:B,315,209,170,1/04/1984,30
1/05/1984,AL-18:B,684,218,348,1/04/1984,61
1/06/1984,AL-18:B,309,266,144,1/04/1984,91
1/07/1984,AL-18:B,199,199,72,1/04/1984,122
1/08/1984,AL-18:B,326,406,155,1/04/1984,153
1/09/1984,AL-18:B,348,575,180,1/04/1984,183
1/10/1984,AL-18:B,266,379,58,1/04/1984,214
1/11/1984,AL-18:B,413,639,60,1/04/1984,244
1/12/1984,AL-18:B,507,1319,60,1/04/1984,275
1/01/1985,AL-18:B,537,929,72,1/04/1984,306
1/02/1985,AL-18:B,256,685,42,1/04/1984,334
1/03/1985,AL-18:B,137,366,26,1/04/1984,365
1/04/1985,AL-18:B,400,833,60,1/04/1984,395
1/05/1985,AL-18:B,259,732,175,1/04/1984,426
1/06/1985,AL-18:B,424,894,300,1/04/1984,456
1/07/1985,AL-18:B,212,452,168,1/04/1984,487
1/08/1985,AL-18:B,175,486,124,1/04/1984,518
1/09/1985,AL-18:B,299,927,216,1/04/1984,548
1/10/1985,AL-18:B,259,1000,140,1/04/1984,579
1/11/1985,AL-18:B,268,2144,154,1/04/1984,609
1/12/1985,AL-18:B,277,3048,150,1/04/1984,640
1/01/1986,AL-18:B,310,3622,208,1/04/1984,671
1/02/1986,AL-18:B,237,2894,196,1/04/1984,699
1/03/1986,AL-18:B,268,3087,174,1/04/1984,730
1/04/1986,AL-18:B,134,1705,110,1/04/1984,760
1/05/1986,AL-18:B,145,2212,115,1/04/1984,791
1/06/1986,AL-18:B,90,911,70,1/04/1984,821
1/07/1986,AL-18:B,522,3280,459,1/04/1984,852
1/08/1986,AL-18:B,188,966,145,1/04/1984,883
1/09/1986,AL-18:B,369,1762,30,1/04/1984,913
1/10/1986,AL-18:B,240,1107,31,1/04/1984,944
1/11/1986,AL-18:B,232,1005,60,1/04/1984,974
1/12/1986,AL-18:B,366,1739,87,1/04/1984,1005
1/01/1987,AL-18:B,271,1156,124,1/04/1984,1036
1/02/1987,AL-18:B,219,1026,175,1/04/1984,1064
1/03/1987,AL-18:B,204,829,156,1/04/1984,1095
1/04/1987,AL-18:B,264,1072,189,1/04/1984,1125
1/05/1987,AL-18:B,325,579,210,1/04/1984,1156
1/06/1987,AL-18:B,301,710,270,1/04/1984,1186
1/07/1987,AL-18:B,410,892,403,1/04/1984,1217
1/08/1987,AL-18:B,257,670,232,1/04/1984,1248
1/09/1987,AL-18:B,169,429,140,1/04/1984,1278
1/10/1987,AL-18:B,174,661,155,1/04/1984,1309
1/11/1987,AL-18:B,190,818,150,1/04/1984,1339
1/12/1987,AL-18:B,141,1109,93,1/04/1984,1370
1/01/1988,AL-18:B,259,1575,186,1/04/1984,1401
1/02/1988,AL-18:B,107,664,84,1/04/1984,1430
1/03/1988,AL-18:B,83,413,77,1/04/1984,1461
1/04/1988,AL-18:B,224,1474,232,1/04/1984,1491
1/05/1988,AL-18:B,80,596,92,1/04/1984,1522
1/06/1988,AL-18:B,180,1305,168,1/04/1984,1552
1/07/1988,AL-18:B,,,,1/04/1984,1552
1/08/1988,AL-18:B,94,536,48,1/04/1984,1583
1/09/1988,AL-18:B,131,532,87,1/04/1984,1613
1/10/1988,AL-18:B,102,266,30,1/04/1984,1644
1/11/1988,AL-18:B,257,282,60,1/04/1984,1674
1/12/1988,AL-18:B,144,354,93,1/04/1984,1705
1/01/1989,AL-18:B,99,347,40,1/04/1984,1736
1/02/1989,AL-18:B,,,,1/04/1984,1736
1/03/1989,AL-18:B,,,,1/04/1984,1736
1/04/1989,AL-18:B,410,290,42,1/04/1984,1766
1/05/1989,AL-18:B,210,386,62,1/04/1984,1797
1/06/1989,AL-18:B,253,348,60,1/04/1984,1827
1/07/1989,AL-18:B,135,145,56,1/04/1984,1858
1/08/1989,AL-18:B,81,187,26,1/04/1984,1889
1/09/1989,AL-18:B,88,65,52,1/04/1984,1919
1/10/1989,AL-18:B,17,23,12,1/04/1984,1950
1/11/1989,AL-18:B,203,276,58,1/04/1984,1980
1/12/1989,AL-18:B,213,235,75,1/04/1984,2011
1/01/1990,AL-18:B,138,35,50,1/04/1984,2042
1/02/1990,AL-18:B,136,131,54,1/04/1984,2070
1/03/1990,AL-18:B,149,156,58,1/04/1984,2101
1/04/1990,AL-18:B,114,54,88,1/04/1984,2131
1/05/1990,AL-18:B,203,38,100,1/04/1984,2162
1/06/1990,AL-18:B,229,602,120,1/04/1984,2192
1/07/1990,AL-18:B,306,616,124,1/04/1984,2223
1/08/1990,AL-18:B,235,308,93,1/04/1984,2254
1/09/1990,AL-18:B,159,89,104,1/04/1984,2284
1/10/1990,AL-18:B,108,32,65,1/04/1984,2315
1/11/1990,AL-18:B,211,49,60,1/04/1984,2345
1/12/1990,AL-18:B,174,35,84,1/04/1984,2376
1/01/1991,AL-18:B,169,307,93,1/04/1984,2407
1/02/1991,AL-18:B,187,213,135,1/04/1984,2435
1/03/1991,AL-18:B,153,146,90,1/04/1984,2466
1/04/1991,AL-18:B,202,302,120,1/04/1984,2496
1/05/1991,AL-18:B,88,31,72,1/04/1984,2527
1/06/1991,AL-18:B,199,108,150,1/04/1984,2557
1/07/1991,AL-18:B,176,106,93,1/04/1984,2588
1/08/1991,AL-18:B,167,311,93,1/04/1984,2619
1/09/1991,AL-18:B,70,99,30,1/04/1984,2649
1/10/1991,AL-18:B,,,,1/04/1984,2649
1/11/1991,AL-18:B,194,288,116,1/04/1984,2679
1/12/1991,AL-18:B,102,152,62,1/04/1984,2710
1/01/1992,AL-18:B,141,280,120,1/04/1984,2741
1/02/1992,AL-18:B,,,,1/04/1984,2741
1/03/1992,AL-18:B,107,371,87,1/04/1984,2772
1/04/1992,AL-18:B,,,,1/04/1984,2772
1/05/1992,AL-18:B,152,222,145,1/04/1984,2803
1/06/1992,AL-18:B,168,321,140,1/04/1984,2833
1/07/1992,AL-18:B,,,,1/04/1984,2833
1/08/1992,AL-18:B,71,94,7,1/04/1984,2864
1/09/1992,AL-18:B,83,68,135,1/04/1984,2894
1/10/1992,AL-18:B,186,280,42,1/04/1984,2925
1/11/1992,AL-18:B,219,366,64,1/04/1984,2955
1/12/1992,AL-18:B,93,252,83,1/04/1984,2986
1/01/1993,AL-18:B,,,,1/04/1984,2986
1/02/1993,AL-18:B,90,99,510,1/04/1984,3014
1/03/1993,AL-18:B,95,50,,1/04/1984,3045
1/04/1993,AL-18:B,201,60,,1/04/1984,3075
1/05/1993,AL-18:B,215,250,,1/04/1984,3106
1/06/1993,AL-18:B,207,129,44,1/04/1984,3136
1/07/1993,AL-18:B,153,160,75,1/04/1984,3167
1/08/1993,AL-18:B,122,124,,1/04/1984,3198
1/09/1993,AL-18:B,106,119,61,1/04/1984,3228
1/10/1993,AL-18:B,171,180,62,1/04/1984,3259
1/11/1993,AL-18:B,141,180,14,1/04/1984,3289
1/12/1993,AL-18:B,132,189,31,1/04/1984,3320
1/01/1994,AL-18:B,107,135,21,1/04/1984,3351
1/02/1994,AL-18:B,156,115,29,1/04/1984,3379
1/03/1994,AL-18:B,190,93,32,1/04/1984,3410
1/04/1994,AL-18:B,110,94,34,1/04/1984,3440
1/08/1984,AL-19:B,4037,1292,,1/08/1984,31
1/09/1984,AL-19:B,4175,17705,,1/08/1984,61
1/10/1984,AL-19:B,1948,16050,,1/08/1984,92
1/11/1984,AL-19:B,1073,8397,,1/08/1984,122
1/12/1984,AL-19:B,296,1532,,1/08/1984,153
1/01/1985,AL-19:B,924,4935,,1/08/1984,184
1/02/1985,AL-19:B,2907,10883,,1/08/1984,212
1/03/1985,AL-19:B,2446,17584,,1/08/1984,243
1/04/1985,AL-19:B,1879,19621,,1/08/1984,273
1/05/1985,AL-19:B,1294,13061,,1/08/1984,304
1/06/1985,AL-19:B,991,11361,,1/08/1984,334
1/07/1985,AL-19:B,1009,24261,,1/08/1984,365
1/08/1985,AL-19:B,1031,13141,,1/08/1984,396
1/09/1985,AL-19:B,1190,14523,,1/08/1984,426
1/10/1985,AL-19:B,186,4647,,1/08/1984,457
1/11/1985,AL-19:B,179,4588,,1/08/1984,487
1/12/1985,AL-19:B,182,5033,,1/08/1984,518
1/01/1986,AL-19:B,185,8756,,1/08/1984,549
1/02/1986,AL-19:B,158,1760,,1/08/1984,577
1/03/1986,AL-19:B,251,6153,,1/08/1984,608
1/04/1986,AL-19:B,125,4332,,1/08/1984,638
1/05/1986,AL-19:B,128,4796,,1/08/1984,669
1/06/1986,AL-19:B,124,1508,,1/08/1984,699
1/07/1986,AL-19:B,124,4085,,1/08/1984,730
1/08/1986,AL-19:B,132,1950,,1/08/1984,761
1/09/1986,AL-19:B,302,5189,,1/08/1984,791
1/10/1986,AL-19:B,584,8803,,1/08/1984,822
1/11/1986,AL-19:B,347,6203,,1/08/1984,852
1/12/1986,AL-19:B,399,6551,,1/08/1984,883
1/01/1987,AL-19:B,324,6174,,1/08/1984,914
1/02/1987,AL-19:B,156,3032,88,1/08/1984,942
1/03/1987,AL-19:B,152,2679,124,1/08/1984,973
1/04/1987,AL-19:B,118,2236,90,1/08/1984,1003
1/05/1987,AL-19:B,725,5316,217,1/08/1984,1034
1/06/1987,AL-19:B,528,15858,180,1/08/1984,1064
1/07/1987,AL-19:B,,,,1/08/1984,1064
1/08/1987,AL-19:B,,,,1/08/1984,1064
1/09/1987,AL-19:B,163,9379,60,1/08/1984,1094
1/10/1987,AL-19:B,88,6975,31,1/08/1984,1125
1/11/1987,AL-19:B,,,,1/08/1984,1125
1/12/1987,AL-19:B,208,13341,124,1/08/1984,1156
1/01/1988,AL-19:B,642,9650,,1/08/1984,1187
1/02/1988,AL-19:B,749,11679,,1/08/1984,1216
1/03/1988,AL-19:B,567,7928,115,1/08/1984,1247
1/04/1988,AL-19:B,449,7709,120,1/08/1984,1277
1/05/1988,AL-19:B,340,3782,93,1/08/1984,1308
1/06/1988,AL-19:B,278,3391,90,1/08/1984,1338
1/07/1988,AL-19:B,195,5338,31,1/08/1984,1369
1/08/1988,AL-19:B,432,5753,60,1/08/1984,1400
1/09/1988,AL-19:B,957,8288,72,1/08/1984,1430
1/10/1988,AL-19:B,299,3001,22,1/08/1984,1461
1/11/1988,AL-19:B,243,2432,17,1/08/1984,1491
1/12/1988,AL-19:B,150,1749,81,1/08/1984,1522
1/01/1989,AL-19:B,221,3284,57,1/08/1984,1553
1/02/1989,AL-19:B,290,3913,140,1/08/1984,1581
1/03/1989,AL-19:B,428,5673,169,1/08/1984,1612
1/04/1989,AL-19:B,156,4052,60,1/08/1984,1642
1/05/1989,AL-19:B,349,6459,155,1/08/1984,1673
1/06/1989,AL-19:B,443,5584,192,1/08/1984,1703
1/07/1989,AL-19:B,258,70,96,1/08/1984,1734
1/08/1989,AL-19:B,204,179,66,1/08/1984,1765
1/09/1989,AL-19:B,98,14,45,1/08/1984,1795
1/10/1989,AL-19:B,148,10,50,1/08/1984,1826
1/11/1989,AL-19:B,256,41,90,1/08/1984,1856
1/12/1989,AL-19:B,200,56,93,1/08/1984,1887
1/01/1990,AL-19:B,161,24,68,1/08/1984,1918
